0.16038,-0.0567702,0.264021,0.0191727,0.0312065,-0.0892692,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.0987683,0.0255004,0.0338117,0.0350087,-0.0568731,1.39066e-309
0.161597,-0.057262,0.263293,0.0185569,0.0342088,-0.0892183,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.101463,0.0254425,0.0325559,0.0350087,-0.0568731,1.39066e-309
0.162847,-0.0577364,0.262529,0.0176939,0.0367723,-0.089103,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.104008,0.0253878,0.031228,0.0350087,-0.0568731,1.39066e-309
0.16413,-0.0581924,0.261738,0.0166213,0.0388643,-0.0889215,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.106407,0.0253362,0.0298367,0.0350087,-0.0568731,1.39066e-309
0.165442,-0.0586288,0.26093,0.0153771,0.0404525,-0.0886719,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.108665,0.0252878,0.0283908,0.0350087,-0.0568731,1.39066e-309
0.166784,-0.0590447,0.260115,0.0139989,0.0415044,-0.0883525,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.110785,0.0252422,0.026899,0.0350087,-0.0568731,1.39066e-309
0.168152,-0.0594389,0.259302,0.0125246,0.0419873,-0.0879614,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.11277,0.0251996,0.0253701,0.0350087,-0.0568731,1.39066e-309
0.169545,-0.0598104,0.258501,0.0109919,0.0418689,-0.087497,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.114626,0.0251597,0.0238127,0.0350087,-0.0568731,1.39066e-309
0.170961,-0.0601581,0.257721,0.00943865,0.0411167,-0.0869573,0.246663,-0.0145957,-3.3723700000000006e-18,0.334115,-0.0794384,-3.65984e-18,0.116356,0.0251225,0.0222357,0.0350087,-0.0568731,1.39066e-309
0.172399,-0.0604809,0.256973,0.00790258,0.0396981,-0.0863406,0.246664,-0.0145957,1.27749e-06,0.334115,-0.0794384,-3.65984e-18,0.117963,0.025088,0.0206477,0.0350087,-0.0568731,1.39066e-309
0.173856,-0.0607779,0.256265,0.00642139,0.0375983,-0.0856461,0.246701,-0.0145903,0.000109727,0.334115,-0.0794384,-3.65984e-18,0.119453,0.025056,0.0190575,0.0350087,-0.0568731,1.39066e-309
0.175331,-0.0610481,0.255606,0.00503231,0.0348736,-0.0848766,0.246803,-0.0145757,0.000386215,0.334115,-0.0794384,-3.65984e-18,0.120828,0.0250265,0.0174738,0.0350087,-0.0568731,1.39066e-309
