7.41098e-323,0,0,0.24,0,0,0,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.001,3.19693e-06,5.49901e-07,0.240004,8.62456e-06,6.41692e-07,-1.51461e-06,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.002,1.27603e-05,2.1941e-06,0.240018,3.42195e-05,2.53876e-06,-6.0165e-06,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.003,2.8649e-05,4.92432e-06,0.24004,7.63669e-05,5.6492e-06,-1.34428e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.004,5.08218e-05,8.73233e-06,0.240071,0.000134649,9.93099e-06,-2.37306e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.005,7.92376e-05,1.36098e-05,0.24011,0.000208647,1.53421e-05,-3.6817e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.006,0.000113855,1.95486e-05,0.240158,0.000297943,2.18406e-05,-5.26392e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.007,0.000154634,2.65404e-05,0.240214,0.000402119,2.93844e-05,-7.11342e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.008,0.000201532,3.45769e-05,0.240278,0.000520757,3.79315e-05,-9.22392e-05,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.009,0.000254508,4.36498e-05,0.24035,0.00065344,4.74399e-05,-0.000115891,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.01,0.000313522,5.3751e-05,0.24043,0.000799748,5.78676e-05,-0.000142028,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.011,0.000378532,6.48721e-05,0.240518,0.000959265,6.91726e-05,-0.000170585,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.012,0.000449497,7.70049e-05,0.240614,0.00113157,8.13129e-05,-0.000201501,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.013,0.000526376,9.01412e-05,0.240717,0.00131625,9.42464e-05,-0.000234713,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.014,0.000609127,0.000104273,0.240827,0.00151288,0.000107931,-0.000270157,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.015,0.000697711,0.000119391,0.240944,0.00172105,0.000122325,-0.000307771,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.016,0.000792084,0.000135488,0.241069,0.00194033,0.000137386,-0.000347492,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.017,0.000892207,0.000152555,0.241201,0.00217032,0.000153073,-0.000389257,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.018,0.000998039,0.000170585,0.241339,0.00241059,0.000169343,-0.000433003,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.019,0.00110954,0.000189568,0.241485,0.00266072,0.000186154,-0.000478667,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.02,0.00122666,0.000209497,0.241636,0.00292029,0.000203464,-0.000526186,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.021,0.00134937,0.000230363,0.241795,0.0031889,0.000221231,-0.000575498,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.022,0.00147762,0.000252159,0.241959,0.00346611,0.000239413,-0.00062654,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.023,0.00161138,0.000274875,0.24213,0.00375151,0.000257969,-0.000679248,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.024,0.00175059,0.000298504,0.242307,0.00404469,0.000276856,-0.00073356,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.025,0.00189523,0.000323037,0.24249,0.00434522,0.000296032,-0.000789413,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.026,0.00204525,0.000348466,0.242679,0.00465269,0.000315455,-0.000846744,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.027,0.0022006,0.000374783,0.242874,0.00496668,0.000335083,-0.00090549,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.028,0.00236125,0.000401979,0.243074,0.00528677,0.000354874,-0.000965588,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.029,0.00252716,0.000430047,0.243279,0.00561254,0.000374786,-0.00102698,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.03,0.00269828,0.000458978,0.24349,0.00594358,0.000394778,-0.00108959,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.031,0.00287457,0.000488763,0.243706,0.00627947,0.000414806,-0.00115337,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.032,0.00305599,0.000519395,0.243927,0.00661978,0.00043483,-0.00121825,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.033,0.00324251,0.000550865,0.244153,0.00696411,0.000454806,-0.00128416,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.034,0.00343408,0.000583165,0.244384,0.00731202,0.000474694,-0.00135105,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.035,0.00363065,0.000616287,0.24462,0.00766312,0.000494451,-0.00141886,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.036,0.0038322,0.000650222,0.24486,0.00801696,0.000514034,-0.00148751,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.037,0.00403867,0.000684963,0.245104,0.00837315,0.000533403,-0.00155695,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.038,0.00425002,0.0007205,0.245353,0.00873126,0.000552515,-0.00162711,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.039,0.00446622,0.000756826,0.245606,0.00909087,0.000571328,-0.00169793,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.04,0.00468722,0.000793932,0.245863,0.00945157,0.000589799,-0.00176935,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.041,0.00491299,0.000831811,0.246124,0.00981293,0.000607888,-0.00184131,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.042,0.00514347,0.000870453,0.246389,0.0101745,0.000625552,-0.00191373,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.043,0.00537864,0.000909851,0.246657,0.010536,0.000642748,-0.00198657,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.044,0.00561844,0.000949996,0.246929,0.0108968,0.000659436,-0.00205975,0.2,0.18,0,0.2,-0.18,0,-0.2,0.18,0,-0.2,-0.18,0
0.045,0.00586284,0.000990881,0.247205,0.0112567,0.000675572,-0.00213321,0.2,0.18,0,0.2,-0.18,0,-0.199999,0.18,2.04393e-06,-0.2,-0.18,0
0.046,0.0061118,0.0010325,0.247483,0.0116151,0.000691116,-0.0022069,0.2,0.18,0,0.2,-0.18,0,-0.199882,0.18002,0.000293835,-0.2,-0.18,0
0.047,0.00636527,0.00107483,0.247765,0.0119717,0.000706024,-0.00228074,0.2,0.18,0,0.2,-0.18,0,-0.199576,0.180073,0.00105448,-0.2,-0.18,0
0.048,0.00662322,0.00111789,0.24805,0.012326,0.000720255,-0.00235468,0.2,0.18,0,0.2,-0.18,0,-0.199096,0.180156,0.00224827,-0.2,-0.18,0
0.049,0.0068856,0.00116164,0.248337,0.0126776,0.000733767,-0.00242865,0.2,0.18,0,0.2,-0.18,0,-0.198454,0.180267,0.0038395,-0.2,-0.18,0
0.05,0.00715237,0.0012061,0.248628,0.0130262,0.000746518,-0.00250258,0.2,0.18,0,0.2,-0.18,0,-0.197666,0.180403,0.00579248,-0.2,-0.18,0
0.051,0.00742349,0.00125125,0.248921,0.0133712,0.000758466,-0.00257643,0.2,0.18,0,0.2,-0.18,0,-0.196744,0.180562,0.00807149,-0.2,-0.18,0
0.052,0.00769892,0.00129707,0.249217,0.0137123,0.000769569,-0.00265011,0.2,0.18,0,0.2,-0.18,0,-0.195703,0.180742,0.0106408,-0.2,-0.18,0
0.053,0.00797862,0.00134357,0.249515,0.0140491,0.000779784,-0.00272358,0.2,0.18,0,0.2,-0.18,0,-0.194557,0.18094,0.0134648,-0.2,-0.18,0
0.054,0.00826254,0.00139074,0.249815,0.0143811,0.000789071,-0.00279676,0.2,0.18,0,0.2,-0.18,0,-0.193318,0.181154,0.0165077,-0.2,-0.18,0
0.055,0.00855066,0.00143856,0.250117,0.0147079,0.000797386,-0.0028696,0.2,0.18,0,0.2,-0.18,0,-0.192002,0.181381,0.0197338,-0.2,-0.18,0
0.056,0.00884291,0.00148703,0.250422,0.015029,0.000804688,-0.00294203,0.2,0.18,0,0.2,-0.18,0,-0.190622,0.18162,0.0231075,-0.2,-0.18,0
0.057,0.00913927,0.00153614,0.250728,0.0153442,0.000810935,-0.00301399,0.2,0.18,0,0.2,-0.18,0,-0.189191,0.181867,0.0265929,-0.2,-0.18,0
0.058,0.00943969,0.00158588,0.251036,0.0156529,0.000816084,-0.00308541,0.2,0.18,0,0.2,-0.18,0,-0.187724,0.18212,0.0301545,-0.2,-0.18,0
0.059,0.00974414,0.00163624,0.251345,0.0159548,0.000820095,-0.00315624,0.2,0.18,0,0.2,-0.18,0,-0.186235,0.182377,0.0337565,-0.2,-0.18,0
0.06,0.0100526,0.00168722,0.251656,0.0162494,0.000822924,-0.0032264,0.2,0.18,0,0.2,-0.18,0,-0.184737,0.182636,0.0373632,-0.2,-0.18,0
0.061,0.0103649,0.00173881,0.251969,0.0165363,0.00082453,-0.00329585,0.2,0.18,0,0.2,-0.18,0,-0.183244,0.182894,0.0409388,-0.2,-0.18,0
0.062,0.0106812,0.00179099,0.252282,0.0168151,0.000824871,-0.0033645,0.2,0.18,0,0.2,-0.18,0,-0.18177,0.183148,0.0444478,-0.2,-0.18,0
0.063,0.0110013,0.00184377,0.252597,0.0170854,0.000823904,-0.00343231,0.2,0.18,0,0.2,-0.18,0,-0.180329,0.183397,0.0478544,-0.2,-0.18,0
0.064,0.0113252,0.00189713,0.252913,0.0173467,0.000821588,-0.00349921,0.2,0.18,0,0.2,-0.18,0,-0.178934,0.183638,0.0511228,-0.2,-0.18,0
0.065,0.0116529,0.00195106,0.25323,0.0175986,0.000817881,-0.00356513,0.2,0.18,0,0.2,-0.18,0,-0.1776,0.183868,0.0542175,-0.2,-0.18,0
0.066,0.0119844,0.00200556,0.253547,0.0178408,0.000812741,-0.00363002,0.2,0.18,0,0.2,-0.18,0,-0.176341,0.184086,0.0571026,-0.2,-0.18,0
0.067,0.0123195,0.00206061,0.253865,0.0180727,0.000806125,-0.0036938,0.2,0.18,0,0.2,-0.18,0,-0.175169,0.184288,0.0597425,-0.2,-0.18,0
0.068,0.0126583,0.00211621,0.254183,0.018294,0.000797992,-0.00375642,0.2,0.18,0,0.2,-0.18,0,-0.1741,0.184473,0.0621015,-0.2,-0.18,0
0.069,0.0130007,0.00217236,0.254502,0.0185043,0.0007883,-0.00381782,0.2,0.18,0,0.2,-0.18,0,-0.173146,0.184638,0.0641438,-0.2,-0.18,0
0.07,0.0133467,0.00222904,0.254821,0.0187032,0.000777006,-0.00387792,0.2,0.18,0,0.2,-0.18,0,-0.172322,0.18478,0.0658338,-0.2,-0.18,0
