12.507,1.77201,-0.00631552,0.278769,0.0727389,0.0683134,-0.284392,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.60934,0.255409,0.117647,1.55838,-0.128953,0.0,-0.0467474,-0.278373,-0.136546,0.782141,0.152341,0.0262025,-2.90288,1.6389,14.3135,-1.58677,-0.190146,5.31313,0.0,0.0,0.0,-1.18252,0.336891,11.3479
12.508,1.77196,-0.00659359,0.278632,0.0735143,0.0684605,-0.284365,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61025,0.255722,0.115564,1.55838,-0.128953,0.0,-0.0485543,-0.277761,-0.136196,0.768749,0.141804,0.027421,-2.9144,1.63639,14.3385,-1.57886,-0.171496,5.35089,0.0,0.0,0.0,-1.17634,0.347741,11.3777
12.509,1.77191,-0.00687104,0.278496,0.0742765,0.068597,-0.284337,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61117,0.256037,0.113441,1.55838,-0.128953,0.0,-0.050346,-0.277137,-0.135847,0.755627,0.1313,0.0285289,-2.92548,1.63351,14.3628,-1.57066,-0.152751,5.3886,0.0,0.0,0.0,-1.1699,0.359015,11.407
12.51,1.77186,-0.00714786,0.278361,0.0750257,0.0687231,-0.284308,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.6121,0.256355,0.111281,1.55838,-0.128953,0.0,-0.0521226,-0.276503,-0.1355,0.742776,0.120827,0.0295261,-2.93611,1.63028,14.3865,-1.56218,-0.133913,5.42627,0.0,0.0,0.0,-1.16321,0.37071,11.4358
12.511,1.77181,-0.00742404,0.278225,0.0757622,0.0688387,-0.284278,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61303,0.256674,0.109086,1.55838,-0.128953,0.0,-0.053884,-0.275857,-0.135154,0.730196,0.110387,0.0304127,-2.94627,1.62668,14.4095,-1.55341,-0.114982,5.46389,0.0,0.0,0.0,-1.15627,0.38282,11.464
12.512,1.77175,-0.00769957,0.27809,0.0764862,0.0689439,-0.284247,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61397,0.256995,0.106859,1.55838,-0.128953,0.0,-0.0556303,-0.275201,-0.134809,0.717886,0.099979,0.0311886,-2.95598,1.62272,14.4319,-1.54435,-0.095957,5.50145,0.0,0.0,0.0,-1.14908,0.39534,11.4918
12.513,1.7717,-0.00797444,0.277956,0.077198,0.0690387,-0.284216,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61491,0.257318,0.1046,1.55838,-0.128953,0.0,-0.0573614,-0.274533,-0.134466,0.705846,0.0896032,0.0318538,-2.96521,1.61839,14.4537,-1.53499,-0.0768395,5.53895,0.0,0.0,0.0,-1.14164,0.408266,11.5191
12.514,1.77164,-0.00824863,0.277821,0.077898,0.0691231,-0.284183,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61586,0.257642,0.102314,1.55838,-0.128953,0.0,-0.0590774,-0.273854,-0.134125,0.694077,0.0792596,0.0324083,-2.97397,1.61368,14.4747,-1.52535,-0.0576292,5.5764,0.0,0.0,0.0,-1.13397,0.421591,11.5459
12.515,1.77158,-0.00852214,0.277687,0.0785863,0.0691972,-0.284151,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61681,0.257967,0.100002,1.55838,-0.128953,0.0,-0.0607782,-0.273164,-0.133785,0.682579,0.0689483,0.0328521,-2.98224,1.6086,14.4951,-1.5154,-0.0383263,5.61377,0.0,0.0,0.0,-1.12605,0.435313,11.5722
12.516,1.77152,-0.00879496,0.277554,0.0792632,0.069261,-0.284118,2.00995,0.149435,0.0,1.85702,-0.214187,0.0,1.61776,0.258293,0.0976663,1.55838,-0.128953,0.0,-0.0624639,-0.272463,-0.133446,0.671351,0.0586691,0.0331853,-2.99002,1.60315,14.5148,-1.50516,-0.018931,5.65109,0.0,0.0,0.0,-1.1179,0.449424,11.5981
